=== 시트1: 값 변경됨 (기존 값 덮어씌워진 것, 즉시 확인 필요) ===
catalog_section,modelName,label,기존값(원본),현재값(확충후),올바른값(직접입력)
XPANEL 카탈로그,XT07CD-DN,화면 크기,7" (17.8 cm),7" Color TFT,
XPANEL 카탈로그,XT07CD-DN,해상도,800 × 480 (WVGA),800 × 480,
XPANEL 카탈로그,XT07CD-DN,색상,65,536색 (16 bit),65K Colors,
XPANEL 카탈로그,XT07CD-DN,소비전력,약 13 W,6W,
XPANEL 카탈로그,XT07CD-DN,입력 전원,DC 24V (±15%),DC 24V,
XPANEL 카탈로그,XT07CD-DE,화면 크기,7" (17.8 cm),7" Color TFT,
XPANEL 카탈로그,XT07CD-DE,해상도,800 × 480 (WVGA),800 × 480,
XPANEL 카탈로그,XT07CD-DE,색상,65,536색 (16 bit),65K Colors,
XPANEL 카탈로그,XT07CD-DE,소비전력,약 13 W,6W,
XPANEL 카탈로그,XT07CD-DE,입력 전원,AC 100-240V,DC 24V,
XPANEL 카탈로그,XT10CD-D,화면 크기,10.4" (26.4 cm),10.4" Color TFT,
XPANEL 카탈로그,XT10CD-D,해상도,800 × 600 (SVGA),800 × 600,
XPANEL 카탈로그,XT10CD-D,색상,262,144색 (18 bit),262K Colors,
XPANEL 카탈로그,XT10CD-D,소비전력,약 15 W,9W,
XPANEL 카탈로그,XT10CD-D,입력 전원,DC 24V (±15%),DC 24V,
XPANEL 카탈로그,XT10CD-A,화면 크기,10.4" (26.4 cm),10.4" Color TFT,
XPANEL 카탈로그,XT10CD-A,해상도,800 × 600 (SVGA),800 × 600,
XPANEL 카탈로그,XT10CD-A,색상,262,144색 (18 bit),262K Colors,
XPANEL 카탈로그,XT10CD-A,오디오,오디오 포트 내장,없음,
XPANEL 카탈로그,XT10CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT10CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT12CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT15CD-A,입력 전원,DC 24V (±15%),AC 100~240V,

=== 시트2: 신규 추가된 catalog 항목 (확충시 추가, 검증 필요) ===
catalog_section,modelName,label,현재값,올바른값(직접입력_맞으면그대로_틀리면수정_없는항목이면DELETE)
SCADA 카탈로그,CM01-FULL-FU/CS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA 카탈로그,CM01-FULL-FU/CS,스크립트,VBScript 기반,
SCADA-PRO 카탈로그,CM03-75/DS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-75/DS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-75/DS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-75/DS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-75/DS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-75/DS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-75/DS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-75/DS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-75/DS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-75/DS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-75/RS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-75/RS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-75/RS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-75/RS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-75/RS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-75/RS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-75/RS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-75/RS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-75/RS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-75/RS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150/DS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150/DS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150/DS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150/DS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150/DS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150/DS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150/DS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150/DS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150/DS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150/DS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150/RS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150/RS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150/RS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150/RS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150/RS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150/RS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150/RS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150/RS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150/RS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150/RS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500/DS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500/DS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500/DS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500/DS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500/DS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500/DS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500/DS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500/DS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500/DS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500/DS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500/RS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500/RS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500/RS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500/RS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500/RS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500/RS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500/RS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500/RS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500/RS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500/RS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K/DS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K/DS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K/DS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K/DS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K/DS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K/DS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K/DS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K/DS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K/DS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K/DS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K/RS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K/RS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K/RS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K/RS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K/RS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K/RS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K/RS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K/RS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K/RS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K/RS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-100K/DS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-100K/DS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-100K/DS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-100K/DS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-100K/DS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-100K/DS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-100K/DS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-100K/DS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-100K/DS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-100K/DS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-100K/RS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-100K/RS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-100K/RS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-100K/RS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-100K/RS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-100K/RS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-100K/RS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-100K/RS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-100K/RS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-100K/RS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-01/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-01/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-01/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-01/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-01/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-01/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-01/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-01/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-01/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-01/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-03/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-03/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-03/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-03/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-03/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-03/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-03/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-03/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-03/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-03/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-05/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-05/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-05/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-05/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-05/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-05/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-05/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-05/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-05/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-05/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-10/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-10/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-10/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-10/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-10/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-10/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-10/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-10/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-10/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-10/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-15/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-15/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-15/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-15/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-15/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-15/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-15/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-15/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-15/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-15/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-20/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-20/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-20/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-20/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-20/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-20/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-20/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-20/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-20/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-20/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-25/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-25/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-25/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-25/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-25/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-25/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-25/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-25/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-25/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-25/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-150-30/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-150-30/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-150-30/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-150-30/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-150-30/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-150-30/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-150-30/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-150-30/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-150-30/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-150-30/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-01/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-01/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-01/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-01/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-01/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-01/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-01/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-01/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-01/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-01/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-03/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-03/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-03/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-03/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-03/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-03/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-03/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-03/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-03/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-03/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-05/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-05/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-05/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-05/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-05/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-05/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-05/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-05/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-05/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-05/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-10/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-10/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-10/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-10/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-10/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-10/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-10/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-10/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-10/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-10/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-15/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-15/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-15/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-15/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-15/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-15/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-15/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-15/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-15/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-15/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-20/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-20/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-20/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-20/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-20/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-20/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-20/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-20/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-20/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-20/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-25/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-25/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-25/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-25/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-25/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-25/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-25/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-25/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-25/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-25/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-500-30/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-500-30/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-500-30/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-500-30/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-500-30/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-500-30/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-500-30/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-500-30/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-500-30/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-500-30/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-01/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-01/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-01/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-01/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-01/WS,레포트,일보 / 주보 / 월보,
